"version","type","name","signature","description","mode"
"3.4.0-enterprise","procedure","dbms.functions","dbms.functions() :: (name :: STRING?, signature :: STRING?, description :: STRING?, roles :: LIST? OF STRING?)","List all user functions in the DBMS.","DBMS"
"3.4.0-enterprise","procedure","dbms.getTXMetaData","dbms.getTXMetaData() :: (metadata :: MAP?)","Provides attached transaction metadata.","DBMS"
"3.4.0-enterprise","procedure","dbms.killQueries","dbms.killQueries(ids :: LIST? OF STRING?) :: (queryId :: STRING?, username :: STRING?, message :: STRING?)","Kill all transactions executing a query with any of the given query ids.","DBMS"
"3.4.0-enterprise","procedure","dbms.killQuery","dbms.killQuery(id :: STRING?) :: (queryId :: STRING?, username :: STRING?, message :: STRING?)","Kill all transactions executing the query with the given query id.","DBMS"
"3.4.0-enterprise","procedure","dbms.listActiveLocks","dbms.listActiveLocks(queryId :: STRING?) :: (mode :: STRING?, resourceType :: STRING?, resourceId :: INTEGER?)","List the active lock requests granted for the transaction executing the query with the given query id.","DBMS"
"3.4.0-enterprise","procedure","dbms.listConfig","dbms.listConfig(searchString =  :: STRING?) :: (name :: STRING?, description :: STRING?, value :: STRING?)","List the currently active config of Neo4j.","DBMS"
"3.4.0-enterprise","procedure","dbms.listQueries","dbms.listQueries() :: (queryId :: STRING?, username :: STRING?, metaData :: MAP?, query :: STRING?, parameters :: MAP?, planner :: STRING?, runtime :: STRING?, indexes :: LIST? OF MAP?, startTime :: STRING?, elapsedTime :: STRING?, connectionDetails :: STRING?, protocol :: STRING?, clientAddress :: STRING?, requestUri :: STRING?, status :: STRING?, resourceInformation :: MAP?, activeLockCount :: INTEGER?, elapsedTimeMillis :: INTEGER?, cpuTimeMillis :: INTEGER?, waitTimeMillis :: INTEGER?, idleTimeMillis :: INTEGER?, allocatedBytes :: INTEGER?, pageHits :: INTEGER?, pageFaults :: INTEGER?)","List all queries currently executing at this instance that are visible to the user.","DBMS"
"3.4.0-enterprise","procedure","dbms.listTransactions","dbms.listTransactions() :: (transactionId :: STRING?, username :: STRING?, metaData :: MAP?, startTime :: STRING?, protocol :: STRING?, clientAddress :: STRING?, requestUri :: STRING?, currentQueryId :: STRING?, currentQuery :: STRING?, activeLockCount :: INTEGER?, status :: STRING?, resourceInformation :: MAP?, elapsedTimeMillis :: INTEGER?, cpuTimeMillis :: INTEGER?, waitTimeMillis :: INTEGER?, idleTimeMillis :: INTEGER?, allocatedBytes :: INTEGER?, allocatedDirectBytes :: INTEGER?, pageHits :: INTEGER?, pageFaults :: INTEGER?)","List all transactions currently executing at this instance that are visible to the user.","DBMS"
"3.4.0-enterprise","procedure","dbms.procedures","dbms.procedures() :: (name :: STRING?, signature :: STRING?, description :: STRING?, mode :: STRING?)","List all procedures in the DBMS.","DBMS"
"3.4.0-enterprise","procedure","dbms.procedures","dbms.procedures() :: (name :: STRING?, signature :: STRING?, description :: STRING?, roles :: LIST? OF STRING?, mode :: STRING?)","List all procedures in the DBMS.","DBMS"
"3.4.0-enterprise","procedure","dbms.queryJmx","dbms.queryJmx(query :: STRING?) :: (name :: STRING?, description :: STRING?, attributes :: MAP?)","Query JMX management data by domain and name. For instance, \"org.neo4j:*\"","READ"
"3.4.0-enterprise","procedure","dbms.security.activateUser","dbms.security.activateUser(username :: STRING?, requirePasswordChange = true :: BOOLEAN?) :: VOID","Activate a suspended user.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.addRoleToUser","dbms.security.addRoleToUser(roleName :: STRING?, username :: STRING?) :: VOID","Assign a role to the user.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.changePassword","dbms.security.changePassword(password :: STRING?, requirePasswordChange = false :: BOOLEAN?) :: VOID","Change the current user's password.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.changeUserPassword","dbms.security.changeUserPassword(username :: STRING?, newPassword :: STRING?, requirePasswordChange = true :: BOOLEAN?) :: VOID","Change the given user's password.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.clearAuthCache","dbms.security.clearAuthCache() :: VOID","Clears authentication and authorization cache.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.createRole","dbms.security.createRole(roleName :: STRING?) :: VOID","Create a new role.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.createUser","dbms.security.createUser(username :: STRING?, password :: STRING?, requirePasswordChange = true :: BOOLEAN?) :: VOID","Create a new user.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.deleteRole","dbms.security.deleteRole(roleName :: STRING?) :: VOID","Delete the specified role. Any role assignments will be removed.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.deleteUser","dbms.security.deleteUser(username :: STRING?) :: VOID","Delete the specified user.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.listRoles","dbms.security.listRoles() :: (role :: STRING?, users :: LIST? OF STRING?)","List all available roles.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.listRolesForUser","dbms.security.listRolesForUser(username :: STRING?) :: (value :: STRING?)","List all roles assigned to the specified user.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.listUsers","dbms.security.listUsers() :: (username :: STRING?, roles :: LIST? OF STRING?, flags :: LIST? OF STRING?)","List all local users.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.listUsersForRole","dbms.security.listUsersForRole(roleName :: STRING?) :: (value :: STRING?)","List all users currently assigned the specified role.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.removeRoleFromUser","dbms.security.removeRoleFromUser(roleName :: STRING?, username :: STRING?) :: VOID","Unassign a role from the user.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.showCurrentUser","dbms.security.showCurrentUser() :: (username :: STRING?, roles :: LIST? OF STRING?, flags :: LIST? OF STRING?)","Show the current user. Deprecated by dbms.showCurrentUser.","DBMS"
"3.4.0-enterprise","procedure","dbms.security.suspendUser","dbms.security.suspendUser(username :: STRING?) :: VOID","Suspend the specified user.","DBMS"
"3.4.0-enterprise","procedure","dbms.setConfigValue","dbms.setConfigValue(setting :: STRING?, value :: STRING?) :: VOID","Updates a given setting value. Passing an empty value will result in removing the configured value and falling back to the default value. Changes will not persist and will be lost if the server is restarted.","DBMS"
"3.4.0-enterprise","procedure","dbms.setTXMetaData","dbms.setTXMetaData(data :: MAP?) :: VOID","Attaches a map of data to the transaction. The data will be printed when listing queries, and inserted into the query log.","DBMS"
"3.4.0-enterprise","procedure","dbms.showCurrentUser","dbms.showCurrentUser() :: (username :: STRING?, roles :: LIST? OF STRING?, flags :: LIST? OF STRING?)","Show the current user.","DBMS"
"3.4.0","function","date","date(input = null :: ANY?) :: (DATE?)","Create a Date instant.",""
"3.4.0","function","date.realtime","date.realtime(timezone = null :: STRING?) :: (DATE?)","Get the current Date instant using the realtime clock.",""
"3.4.0","function","date.statement","date.statement(timezone = null :: STRING?) :: (DATE?)","Get the current Date instant using the statement clock.",""
"3.4.0","function","date.transaction","date.transaction(timezone = null :: STRING?) :: (DATE?)","Get the current Date instant using the transaction clock.",""
"3.4.0","function","date.truncate","date.truncate(unit :: STRING?, input :: ANY?, fields = null :: MAP?) :: (DATE?)","Truncate the input temporal value to a Date instant using the specified unit.",""
"3.4.0","function","datetime","datetime(input = null :: ANY?) :: (DATETIME?)","Create a DateTime instant.",""
"3.4.0","function","datetime.fromepoch","datetime.fromepoch(seconds :: INTEGER?, nanoseconds :: INTEGER?) :: (DATETIME?)","Create a DateTime given the seconds and nanoseconds since the start of the epoch.",""
"3.4.0","function","datetime.fromepochmillis","datetime.fromepochmillis(milliseconds :: INTEGER?) :: (DATETIME?)","Create a DateTime given the milliseconds since the start of the epoch.",""
"3.4.0","function","datetime.realtime","datetime.realtime(timezone = null :: STRING?) :: (DATETIME?)","Get the current DateTime instant using the realtime clock.",""
"3.4.0","function","datetime.statement","datetime.statement(timezone = null :: STRING?) :: (DATETIME?)","Get the current DateTime instant using the statement clock.",""
"3.4.0","function","datetime.transaction","datetime.transaction(timezone = null :: STRING?) :: (DATETIME?)","Get the current DateTime instant using the transaction clock.",""
"3.4.0","function","datetime.truncate","datetime.truncate(unit :: STRING?, input :: ANY?, fields = null :: MAP?) :: (DATETIME?)","Truncate the input temporal value to a DateTime instant using the specified unit.",""
"3.4.0","function","duration","duration(input :: ANY?) :: (DURATION?)","Construct a Duration value.",""
"3.4.0","function","duration.between","duration.between(from :: ANY?, to :: ANY?) :: (DURATION?)","Compute the duration between the 'from' instant (inclusive) and the 'to' instant (exclusive) in logical units.",""
"3.4.0","function","duration.inDays","duration.inDays(from :: ANY?, to :: ANY?) :: (DURATION?)","Compute the duration between the 'from' instant (inclusive) and the 'to' instant (exclusive) in days.",""
"3.4.0","function","duration.inMonths","duration.inMonths(from :: ANY?, to :: ANY?) :: (DURATION?)","Compute the duration between the 'from' instant (inclusive) and the 'to' instant (exclusive) in months.",""
"3.4.0","function","duration.inSeconds","duration.inSeconds(from :: ANY?, to :: ANY?) :: (DURATION?)","Compute the duration between the 'from' instant (inclusive) and the 'to' instant (exclusive) in seconds.",""
"3.4.0","function","localdatetime","localdatetime(input = null :: ANY?) :: (LOCALDATETIME?)","Create a LocalDateTime instant.",""
"3.4.0","function","localdatetime.realtime","localdatetime.realtime(timezone = null :: STRING?) :: (LOCALDATETIME?)","Get the current LocalDateTime instant using the realtime clock.",""
"3.4.0","function","localdatetime.statement","localdatetime.statement(timezone = null :: STRING?) :: (LOCALDATETIME?)","Get the current LocalDateTime instant using the statement clock.",""
"3.4.0","function","localdatetime.transaction","localdatetime.transaction(timezone = null :: STRING?) :: (LOCALDATETIME?)","Get the current LocalDateTime instant using the transaction clock.",""
"3.4.0","function","localdatetime.truncate","localdatetime.truncate(unit :: STRING?, input :: ANY?, fields = null :: MAP?) :: (LOCALDATETIME?)","Truncate the input temporal value to a LocalDateTime instant using the specified unit.",""
"3.4.0","function","localtime","localtime(input = null :: ANY?) :: (LOCALTIME?)","Create a LocalTime instant.",""
"3.4.0","function","localtime.realtime","localtime.realtime(timezone = null :: STRING?) :: (LOCALTIME?)","Get the current LocalTime instant using the realtime clock.",""
"3.4.0","function","localtime.statement","localtime.statement(timezone = null :: STRING?) :: (LOCALTIME?)","Get the current LocalTime instant using the statement clock.",""
"3.4.0","function","localtime.transaction","localtime.transaction(timezone = null :: STRING?) :: (LOCALTIME?)","Get the current LocalTime instant using the transaction clock.",""
"3.4.0","function","localtime.truncate","localtime.truncate(unit :: STRING?, input :: ANY?, fields = null :: MAP?) :: (LOCALTIME?)","Truncate the input temporal value to a LocalTime instant using the specified unit.",""
"3.4.0","function","randomUUID","randomUUID() :: (STRING?)","Generates a random UUID.",""
"3.4.0","function","time","time(input = null :: ANY?) :: (TIME?)","Create a Time instant.",""
"3.4.0","function","time.realtime","time.realtime(timezone = null :: STRING?) :: (TIME?)","Get the current Time instant using the realtime clock.",""
"3.4.0","function","time.statement","time.statement(timezone = null :: STRING?) :: (TIME?)","Get the current Time instant using the statement clock.",""
"3.4.0","function","time.transaction","time.transaction(timezone = null :: STRING?) :: (TIME?)","Get the current Time instant using the transaction clock.",""
"3.4.0","function","time.truncate","time.truncate(unit :: STRING?, input :: ANY?, fields = null :: MAP?) :: (TIME?)","Truncate the input temporal value to a Time instant using the specified unit.",""
"3.4.0","procedure","db.awaitIndex","db.awaitIndex(index :: STRING?, timeOutSeconds = 300 :: INTEGER?) :: VOID","Wait for an index to come online (for example: CALL db.awaitIndex(\":Person(name)\")).","READ"
"3.4.0","procedure","db.awaitIndexes","db.awaitIndexes(timeOutSeconds = 300 :: INTEGER?) :: VOID","Wait for all indexes to come online (for example: CALL db.awaitIndexes(\"500\")).","READ"
"3.4.0","procedure","db.constraints","db.constraints() :: (description :: STRING?)","List all constraints in the database.","READ"
"3.4.0","procedure","db.createLabel","db.createLabel(newLabel :: STRING?) :: VOID","Create a label","WRITE"
"3.4.0","procedure","db.createProperty","db.createProperty(newProperty :: STRING?) :: VOID","Create a Property","WRITE"
"3.4.0","procedure","db.createRelationshipType","db.createRelationshipType(newRelationshipType :: STRING?) :: VOID","Create a RelationshipType","WRITE"
"3.4.0","procedure","db.index.explicit.addNode","db.index.explicit.addNode(indexName :: STRING?, node :: NODE?, key :: STRING?, value :: ANY?) :: (success :: BOOLEAN?)","Add a node to an explicit index based on a specified key and value","WRITE"
"3.4.0","procedure","db.index.explicit.addRelationship","db.index.explicit.addRelationship(indexName :: STRING?, relationship :: RELATIONSHIP?, key :: STRING?, value :: ANY?) :: (success :: BOOLEAN?)","Add a relationship to an explicit index based on a specified key and value","WRITE"
"3.4.0","procedure","db.index.explicit.auto.searchNodes","db.index.explicit.auto.searchNodes(query :: ANY?) :: (node :: NODE?, weight :: FLOAT?)","Search nodes in explicit automatic index. Replaces `START n=node:node_auto_index('key:foo*')`","READ"
"3.4.0","procedure","db.index.explicit.auto.searchRelationships","db.index.explicit.auto.searchRelationships(query :: ANY?) :: (relationship :: RELATIONSHIP?, weight :: FLOAT?)","Search relationship in explicit automatic index. Replaces `START r=relationship:relationship_auto_index('key:foo*')`","READ"
"3.4.0","procedure","db.index.explicit.auto.seekNodes","db.index.explicit.auto.seekNodes(key :: STRING?, value :: ANY?) :: (node :: NODE?)","Get node from explicit automatic index. Replaces `START n=node:node_auto_index(key = 'A')`","READ"
"3.4.0","procedure","db.index.explicit.auto.seekRelationships","db.index.explicit.auto.seekRelationships(key :: STRING?, value :: ANY?) :: (relationship :: RELATIONSHIP?)","Get relationship from explicit automatic index. Replaces `START r=relationship:relationship_auto_index(key = 'A')`","READ"
"3.4.0","procedure","db.index.explicit.drop","db.index.explicit.drop(indexName :: STRING?) :: (type :: STRING?, name :: STRING?, config :: MAP?)","Remove an explicit index - YIELD type,name,config","WRITE"
"3.4.0","procedure","db.index.explicit.existsForNodes","db.index.explicit.existsForNodes(indexName :: STRING?) :: (success :: BOOLEAN?)","Check if a node explicit index exists","READ"
"3.4.0","procedure","db.index.explicit.existsForRelationships","db.index.explicit.existsForRelationships(indexName :: STRING?) :: (success :: BOOLEAN?)","Check if a relationship explicit index exists","DEFAULT"
"3.4.0","procedure","db.index.explicit.forNodes","db.index.explicit.forNodes(indexName :: STRING?, config = {} :: MAP?) :: (type :: STRING?, name :: STRING?, config :: MAP?)","Get or create a node explicit index - YIELD type,name,config","WRITE"
"3.4.0","procedure","db.index.explicit.forRelationships","db.index.explicit.forRelationships(indexName :: STRING?, config = {} :: MAP?) :: (type :: STRING?, name :: STRING?, config :: MAP?)","Get or create a relationship explicit index - YIELD type,name,config","WRITE"
"3.4.0","procedure","db.index.explicit.list","db.index.explicit.list() :: (type :: STRING?, name :: STRING?, config :: MAP?)","List all explicit indexes - YIELD type,name,config","READ"
"3.4.0","procedure","db.index.explicit.removeNode","db.index.explicit.removeNode(indexName :: STRING?, node :: NODE?, key =  <[9895b15e-8693-4a21-a58b-4b7b87e09b8e]>  :: STRING?) :: (success :: BOOLEAN?)","Remove a node from an explicit index with an optional key","WRITE"
